,is_promoted,employee_id
600,0,4019
601,0,64023
602,0,30034
603,0,6907
604,0,14810
605,0,17629
606,0,7003
607,0,59100
608,0,73651
609,0,65300
610,0,38796
611,0,17133
612,0,10552
613,0,58271
614,0,42387
615,0,19737
616,0,35156
617,0,68576
618,0,62951
619,0,76794
620,0,39736
621,0,73402
622,0,30749
623,0,49089
624,0,57203
625,0,37385
626,0,14101
627,0,31036
628,0,66566
629,0,2283
630,0,35086
631,0,66082
632,0,34105
633,0,14599
634,0,21293
635,0,44127
636,0,17522
637,0,23708
638,0,64845
639,0,38638
640,1,62916
641,0,18984
642,0,35872
643,0,8019
644,0,6358
645,1,53023
646,0,32026
647,0,32170
648,0,46737
649,0,21112
650,0,12594
651,0,9049
652,0,48577
653,0,9087
654,0,74296
655,0,13640
656,0,65412
657,0,17816
658,0,50036
659,0,34158
660,0,30033
661,0,74401
662,0,73296
663,0,41847
664,0,28456
665,0,55643
666,0,40689
667,0,41087
668,0,56409
669,0,28892
670,0,22658
671,0,34021
672,0,29419
673,0,65630
674,0,18809
675,1,59695
676,0,39585
677,0,30356
678,0,78175
679,0,23668
680,0,50441
681,0,52311
682,0,19576
683,0,39982
684,0,23338
685,0,58769
686,0,65210
687,0,70168
688,0,44136
689,0,19098
690,0,19826
691,0,68896
692,0,22540
693,0,52630
694,0,42249
695,0,41645
696,0,60352
697,0,24168
698,0,77703
699,0,52005
700,0,22821
701,0,33963
702,0,55903
703,0,70360
704,0,21163
705,0,52351
706,0,57632
707,0,67448
708,0,21018
709,0,30307
710,0,51006
711,0,59242
712,0,19353
713,0,25940
714,0,33400
715,0,46896
716,0,65389
717,0,31886
718,0,62107
719,0,62662
720,0,77743
721,0,54888
722,0,6878
723,0,71343
724,0,64742
725,0,31110
726,0,22290
727,0,5238
728,0,17481
729,0,16426
730,0,45701
731,0,65943
732,0,23605
733,0,65623
734,0,8693
735,0,77061
736,0,50458
737,0,50405
738,0,29954
739,0,27369
740,0,34266
741,0,69082
742,0,54481
743,0,16986
744,0,21502
745,1,26676
746,0,54360
747,0,14467
748,0,58255
749,0,46322
750,0,49734
751,0,18985
752,0,51064
753,0,24677
754,0,52765
755,0,46466
756,0,9307
757,0,45619
758,0,1110
759,0,928
760,0,24625
761,0,16069
762,0,59733
763,0,8710
764,0,28479
765,0,73983
766,0,57108
767,0,7195
768,0,52665
769,0,37573
770,0,68267
771,0,40855
772,0,61710
773,0,14955
774,0,77531
775,0,5885
776,0,31444
777,0,12927
778,0,3718
779,0,718
780,1,813
781,0,2005
782,0,38391
783,0,62502
784,0,30320
785,0,71236
786,0,7361
787,0,24579
788,0,75383
789,0,3994
790,0,56762
791,0,21572
792,0,49902
793,0,46473
794,0,66123
795,0,63361
796,0,30949
797,0,65248
798,0,5320
799,0,6158
800,0,3570
801,0,12033
802,0,61175
803,0,49816
804,0,8824
805,1,57352
806,0,50294
807,0,76037
808,0,19245
809,0,1610
810,0,33835
811,0,61018
812,0,16908
813,0,20068
814,0,30534
815,0,29500
816,0,33834
817,0,54535
818,0,17853
819,0,30139
820,0,27401
821,0,42042
822,0,24099
823,0,7180
824,0,35814
825,0,44779
826,0,29222
827,0,50994
828,0,1276
829,0,22054
830,0,31041
831,0,64122
832,0,76830
833,0,24188
834,0,1749
835,0,74749
836,0,24091
837,0,69671
838,0,31902
839,0,48217
840,0,10292
841,0,61474
842,0,54053
843,0,65465
844,0,26232
845,0,54413
846,0,59365
847,0,45470
848,0,12571
849,0,31518
850,0,49208
851,0,31515
852,0,43824
853,0,18600
854,0,49494
855,0,76821
856,0,11378
857,0,32242
858,0,16142
859,0,1250
860,0,6366
861,0,65786
862,0,52386
863,0,71833
864,0,1327
865,0,2383
866,0,67658
867,0,24637
868,0,67379
869,0,37712
870,0,66799
871,0,16875
872,0,16517
873,0,46895
874,0,46351
875,0,25883
876,0,67480
877,0,13471
878,0,48370
879,0,1183
880,1,66776
881,0,53366
882,0,77194
883,0,56386
884,1,44243
885,0,68929
886,0,47990
887,0,42308
888,0,34787
889,0,30673
890,0,20454
891,0,14255
892,0,695
893,0,62976
894,0,16198
895,0,18019
896,0,37984
897,0,2425
898,0,40814
899,0,23800
900,0,32889
901,0,11336
902,0,3455
903,0,58459
904,0,34222
905,0,19756
906,0,22506
907,0,7488
908,0,42978
909,0,57052
910,1,10424
911,0,70644
912,0,42310
913,0,55184
914,0,19061
915,0,72225
916,0,65816
917,0,33424
918,1,73061
919,0,57307
920,0,16751
921,0,31709
922,0,46319
923,0,32544
924,0,29042
925,1,66787
926,0,58208
927,0,53176
928,0,6100
929,0,46547
930,0,25467
931,0,7474
932,0,5010
933,0,16790
934,0,15692
935,0,54516
936,0,7725
937,0,49036
938,0,28899
939,0,48877
940,0,76815
941,0,29086
942,0,17697
943,0,25912
944,0,33757
945,0,30353
946,0,66863
947,0,44598
948,0,69056
949,0,39697
950,0,9996
951,0,73487
952,0,6239
953,0,6980
954,0,54953
955,0,67681
956,0,4417
957,0,75702
958,0,591
959,0,12841
960,0,43704
961,0,37689
962,1,3990
963,0,55454
964,0,9677
965,0,25620
966,0,78280
967,0,69996
968,0,38992
969,0,61755
970,0,29966
971,0,51673
972,0,36870
973,0,23116
974,0,54222
975,0,2454
976,0,9994
977,0,14705
978,0,74684
979,0,43067
980,0,56434
981,0,76328
982,0,39928
983,0,64375
984,0,12320
985,0,20464
986,0,31764
987,0,47215
988,0,33910
989,0,3485
990,0,73471
991,0,9251
992,0,59688
993,0,56262
994,0,12803
995,1,68388
996,0,32344
997,0,71931
998,0,55130
999,0,47604
1000,0,29747
1001,0,25289
1002,0,70638
1003,0,40109
1004,0,34855
1005,0,57455
1006,0,31558
1007,0,47680
1008,0,70695
1009,0,51197
1010,0,59110
1011,0,25602
1012,0,19695
1013,0,38429
1014,0,52760
1015,0,26863
1016,0,16454
1017,0,4559
1018,0,14115
1019,0,7286
1020,0,37820
1021,0,5453
1022,0,69587
1023,0,66010
1024,0,983
1025,0,30800
1026,0,46367
1027,0,50384
1028,0,43679
1029,0,20232
1030,0,40572
1031,1,75902
1032,0,31472
1033,0,22353
1034,0,57914
1035,0,64069
1036,0,16459
1037,0,8158
1038,0,73268
1039,0,66226
1040,0,58785
1041,0,44141
1042,0,36629
1043,0,31052
1044,0,51685
1045,0,35379
1046,0,44749
1047,0,41723
1048,0,61361
1049,0,40149
1050,0,56099
1051,0,40736
1052,0,71628
1053,1,38791
1054,0,20157
1055,0,22877
1056,0,4313
1057,0,30855
1058,0,75069
1059,0,75683
1060,0,67608
1061,0,23027
1062,0,19501
1063,0,3635
1064,0,58375
1065,0,47380
1066,0,975
1067,0,41742
1068,0,11526
1069,0,44722
1070,0,62674
1071,0,62680
1072,0,17043
1073,0,63224
1074,0,13282
1075,0,5139
1076,0,47117
1077,0,58067
1078,0,23681
1079,1,44416
1080,0,23828
1081,0,75849
1082,0,74165
1083,0,28382
1084,0,63366
1085,0,16909
1086,0,51737
1087,0,18585
1088,0,33646
1089,1,58458
1090,0,69215
1091,0,4508
1092,0,49647
1093,0,49618
1094,0,14986
1095,0,26321
1096,0,51408
1097,0,36203
1098,0,9523
1099,0,24337
1100,0,53448
1101,0,5576
1102,0,44110
1103,0,69085
1104,0,77167
1105,0,6150
1106,0,62147
1107,0,68879
1108,0,65115
1109,0,55269
1110,0,51763
1111,0,30940
1112,0,71078
1113,0,52464
1114,0,3530
1115,0,9188
1116,0,65121
1117,0,37895
1118,0,5649
1119,0,61577
1120,0,12868
1121,0,74966
1122,0,8023
1123,0,33807
1124,0,71459
1125,0,39582
1126,0,25879
1127,0,35351
1128,0,31794
1129,0,61663
1130,1,72095
1131,0,77101
1132,0,25557
1133,0,31585
1134,0,25793
1135,0,26024
1136,0,54748
1137,0,8839
1138,0,27967
1139,0,75588
1140,0,20382
1141,0,30108
1142,0,48297
1143,0,75625
1144,0,19947
1145,0,61450
1146,0,77304
1147,0,40159
1148,0,68305
1149,0,21207
1150,0,54630
1151,0,7451
1152,0,749
1153,0,71969
1154,0,29562
1155,0,10344
1156,0,26908
1157,1,17135
1158,0,29120
1159,0,75684
1160,0,74636
1161,0,20682
1162,0,55502
1163,0,2254
1164,0,6971
1165,0,47079
1166,0,62302
1167,0,72591
1168,0,48238
1169,0,30555
1170,0,57880
1171,0,53571
1172,0,78090
1173,0,57253
1174,0,15563
1175,0,17580
1176,0,55993
1177,0,56380
1178,0,77081
1179,0,15187
1180,0,65221
1181,0,3105
1182,0,1094
1183,0,42628
1184,0,50652
1185,0,45424
1186,0,64809
1187,0,48866
1188,0,43578
1189,0,37402
1190,0,55268
1191,0,22553
1192,1,40416
1193,0,39353
1194,0,17454
1195,0,9953
1196,0,59615
1197,0,10330
1198,0,75928
1199,0,50946
1200,0,35469
1201,0,11755
1202,0,8588
1203,0,64902
1204,0,10290
1205,0,69439
1206,0,43257
1207,0,41927
1208,0,20981
1209,0,77562
1210,0,23890
1211,0,59925
1212,0,55146
1213,0,24634
1214,0,47504
1215,0,75122
1216,0,64041
1217,0,5955
1218,0,32483
1219,0,56698
1220,0,6547
1221,0,1502
1222,0,66259
1223,0,23766
1224,0,51390
1225,0,72914
1226,0,64739
1227,0,21153
1228,0,41632
1229,0,53041
1230,0,11480
1231,0,3666
1232,0,68914
1233,0,10105
1234,1,54417
1235,0,17485
1236,0,63485
1237,0,33678
1238,0,21026
1239,0,20407
1240,0,68933
1241,0,7866
1242,0,51363
1243,0,37310
1244,0,38712
1245,0,24250
1246,0,73208
1247,0,4022
1248,1,6411
1249,1,69607
1250,0,72483
1251,0,13350
1252,0,15192
1253,0,66704
1254,0,60756
1255,0,36333
1256,0,15436
1257,1,46344
1258,0,11910
1259,0,19336
1260,0,22213
1261,0,54450
1262,0,28980
1263,1,33601
1264,0,56936
1265,0,64345
1266,0,20309
1267,0,21959
1268,0,34467
1269,0,12221
1270,0,22778
1271,0,71875
1272,0,181
1273,0,13901
1274,0,29067
1275,0,22425
1276,0,26558
1277,0,31777
1278,0,60992
1279,0,54607
1280,0,35201
1281,0,59719
1282,0,11104
1283,0,49810
1284,0,35790
1285,0,40170
1286,0,13742
1287,0,22654
1288,0,54593
1289,0,10676
1290,0,43696
1291,0,415
1292,0,50537
1293,0,19443
1294,0,50237
1295,0,26609
1296,0,18739
1297,1,14194
1298,0,31998
1299,1,68410
1300,0,59511
1301,0,41326
1302,0,30387
1303,0,37823
1304,0,25982
1305,0,21358
1306,1,57509
1307,0,31377
1308,0,36038
1309,0,28713
1310,0,19744
1311,0,55928
1312,0,31749
1313,0,7941
1314,0,8255
1315,0,39861
1316,0,10378
1317,0,3905
1318,0,37359
1319,0,23546
1320,0,75483
1321,0,50961
1322,0,82
1323,0,61244
1324,0,19859
1325,0,10260
1326,0,64373
1327,0,62436
1328,0,20739
1329,1,10043
1330,1,18640
1331,0,59299
1332,0,24531
1333,0,72844
1334,0,59212
1335,0,1365
1336,0,56898
1337,0,75734
1338,0,57182
1339,0,75283
1340,0,8249
1341,0,53531
1342,0,40862
1343,0,1083
1344,0,75994
1345,0,76167
1346,0,61330
1347,0,77524
1348,0,75714
1349,0,26588
1350,0,18532
1351,0,37620
1352,0,44010
1353,0,36990
1354,0,36140
1355,0,60899
1356,0,27390
1357,0,58054
1358,0,32807
1359,0,28737
1360,0,65681
1361,0,50906
1362,0,65503
1363,0,48535
1364,0,27930
1365,0,38789
1366,0,31674
1367,0,27757
1368,0,42766
1369,0,37897
1370,0,69119
1371,0,5726
1372,0,52216
1373,0,44275
1374,0,11107
1375,0,23884
1376,0,26426
1377,0,29920
1378,0,15498
1379,0,45328
1380,0,16825
1381,0,66231
1382,0,5588
1383,0,37414
1384,0,77673
1385,0,4070
1386,0,9505
1387,0,39253
1388,0,41456
1389,0,31058
1390,0,38578
1391,0,43795
1392,0,54678
1393,0,65031
1394,1,20992
1395,0,31580
1396,0,58329
1397,0,53150
1398,0,23235
1399,0,69006
1400,0,60552
1401,0,61900
1402,0,16916
1403,0,26477
1404,0,76994
1405,0,44827
1406,0,59193
1407,0,44286
1408,0,74490
1409,0,28192
1410,0,9681
1411,0,58502
1412,0,5062
1413,0,17033
1414,0,77867
1415,0,54785
1416,0,12623
1417,0,17622
1418,0,43147
1419,0,61241
1420,0,50740
1421,0,8089
1422,0,60024
1423,0,70383
1424,0,54320
1425,0,51413
1426,0,21597
1427,0,49461
1428,0,35329
1429,0,60162
1430,0,1242
1431,0,14401
1432,0,44085
1433,0,46389
1434,0,59589
1435,0,36005
1436,0,31832
1437,0,33652
1438,0,67715
1439,0,43102
1440,0,45375
1441,0,30249
1442,0,59029
1443,0,58084
1444,0,16222
1445,0,46040
1446,0,37559
1447,0,35361
1448,0,47379
1449,0,56753
1450,0,14899
1451,0,5531
1452,0,23664
1453,0,2228
1454,0,57043
1455,0,61379
1456,0,55229
1457,0,63298
1458,0,76085
1459,0,30443
1460,0,16137
1461,0,61857
1462,0,2617
1463,0,38238
1464,0,1589
1465,0,50386
1466,0,26816
1467,0,42761
1468,0,50011
1469,0,43450
1470,0,3242
1471,0,58320
1472,0,72514
1473,0,40640
1474,0,68285
1475,0,37528
1476,0,25862
1477,0,22322
1478,0,21841
1479,0,60125
1480,0,40861
1481,1,16371
1482,0,71796
1483,0,67823
1484,0,69196
1485,0,55338
1486,1,14136
1487,0,5079
1488,0,9657
1489,0,72357
1490,0,15789
1491,1,7125
1492,0,33738
1493,0,4294
1494,0,63966
1495,0,40762
1496,0,68375
1497,0,11846
1498,0,38731
1499,0,16068
1500,0,70850
1501,0,61573
1502,0,38907
1503,0,23461
1504,0,44489
1505,0,19827
1506,0,76668
1507,0,45085
1508,0,60654
1509,0,48910
1510,0,72082
1511,0,22200
1512,0,43893
1513,0,77137
1514,0,34431
1515,0,34085
1516,1,28120
1517,0,49022
1518,0,34069
1519,0,62775
1520,0,35063
1521,0,24136
1522,0,64242
1523,0,59751
1524,0,44178
1525,0,73870
1526,0,1547
1527,0,36237
1528,0,15215
1529,0,12811
1530,0,70413
1531,0,66122
1532,0,54334
1533,0,700
1534,0,76355
1535,0,32555
1536,0,48784
1537,0,26197
1538,0,15262
1539,0,10514
1540,0,11521
1541,0,5494
1542,0,32115
1543,0,31670
1544,0,31910
1545,0,72748
1546,0,3208
1547,0,47019
1548,0,21007
1549,0,52527
1550,0,60950
1551,0,6675
1552,0,38284
1553,0,66600
1554,0,52520
1555,0,34181
1556,0,49610
1557,0,22663
1558,0,12732
1559,0,25755
1560,0,61611
1561,0,2420
1562,0,75643
1563,0,32020
1564,0,77186
1565,0,9064
1566,0,40441
1567,0,32573
1568,1,30192
1569,0,54211
1570,0,61905
1571,0,66795
1572,0,42697
1573,0,8650
1574,1,14583
1575,1,969
1576,0,11626
1577,0,24135
1578,0,12218
1579,0,41449
1580,0,9361
1581,0,66825
1582,0,72830
1583,0,28405
1584,0,54162
1585,0,55153
1586,0,5824
1587,0,56576
1588,0,63398
1589,0,65058
1590,0,73693
1591,0,47452
1592,0,9158
1593,0,52691
1594,0,5939
1595,0,40141
1596,0,59345
1597,0,39830
1598,0,67886
1599,0,50912
1600,0,17838
1601,0,5537
1602,0,46588
1603,0,72938
1604,0,68462
1605,0,4667
1606,0,29295
1607,0,29525
1608,1,66345
1609,0,53340
1610,0,36208
1611,0,8871
1612,0,5758
1613,0,18220
1614,0,11726
1615,0,68278
1616,0,1708
1617,0,45684
1618,0,6229
1619,0,61959
1620,0,32263
1621,0,69510
1622,0,24506
1623,0,68120
1624,0,70993
1625,0,41138
1626,0,36104
1627,0,44482
1628,0,60366
1629,0,46589
1630,0,61063
1631,0,54231
1632,0,35241
1633,0,19261
1634,0,23566
1635,0,47149
1636,0,56245
1637,0,45501
1638,0,71547
1639,0,43503
1640,0,37815
1641,0,56107
1642,0,50724
1643,0,40530
1644,0,70025
1645,0,48967
1646,0,78223
1647,0,51779
1648,0,42992
1649,0,58716
1650,0,60558
1651,0,59514
1652,1,62347
1653,0,24984
1654,0,14175
1655,0,14551
1656,0,19420
1657,0,44200
1658,0,69465
1659,0,61520
1660,0,36600
1661,0,63633
1662,0,56668
1663,0,68781
1664,0,54479
1665,0,22015
1666,0,11993
1667,0,18039
1668,0,59306
1669,0,49282
1670,0,60907
1671,0,52958
1672,0,50699
1673,0,10712
1674,0,35092
1675,0,24715
1676,0,43015
1677,0,18992
1678,0,6482
1679,0,53054
1680,0,7682
1681,0,1346
1682,0,74602
1683,0,65363
1684,0,72440
1685,0,67145
1686,0,59604
1687,0,31179
1688,0,35779
1689,0,48822
1690,0,61003
1691,0,16738
1692,0,21584
1693,0,42615
1694,0,15047
1695,0,71446
1696,0,71287
1697,0,71278
1698,0,41183
1699,0,20301
1700,0,50028
1701,0,34725
1702,0,24165
1703,0,28307
1704,0,63784
1705,0,30018
1706,0,36094
1707,0,19047
1708,0,75718
1709,0,33507
1710,0,17560
1711,0,42952
1712,0,44292
1713,0,76569
1714,0,27642
1715,0,14022
1716,0,17366
1717,0,3533
1718,0,58841
1719,0,54629
1720,0,54508
1721,0,20730
1722,0,35209
1723,0,72868
1724,0,70404
1725,0,47336
1726,0,4554
1727,0,29791
1728,0,10374
1729,0,21717
1730,0,54159
1731,1,14937
1732,0,46924
1733,0,12814
1734,0,19070
1735,0,9979
1736,0,61328
1737,0,63402
1738,0,10009
1739,0,60308
1740,0,24175
1741,0,62135
1742,0,14496
1743,0,48543
1744,0,34591
1745,0,63844
1746,0,64525
1747,0,51362
1748,0,41758
1749,0,43876
1750,0,41869
1751,0,19321
1752,0,23209
1753,0,74618
1754,0,76823
1755,0,18507
1756,0,64489
1757,0,36605
1758,0,60156
1759,0,17772
1760,0,21804
1761,0,70511
1762,0,57126
1763,0,24903
1764,0,9181
1765,0,19592
1766,0,13396
1767,0,48061
1768,0,54173
1769,0,51368
1770,0,56683
1771,0,2479
1772,0,64000
1773,0,21897
1774,1,3668
1775,0,1641
1776,0,64158
1777,0,24352
1778,0,37562
1779,0,49241
1780,0,26996
1781,0,1819
1782,0,41979
1783,0,14430
1784,0,19256
1785,0,9740
1786,0,6713
1787,0,73669
1788,0,40673
1789,0,38982
1790,0,60443
1791,0,25800
1792,0,47594
1793,0,74052
1794,0,5635
1795,0,21861
1796,0,71445
1797,0,77923
1798,0,2698
1799,0,10421
1800,0,47024
1801,0,11099
1802,0,31686
1803,0,69605
1804,0,58570
1805,0,44970
1806,0,59252
1807,0,57643
1808,0,34240
1809,0,41974
1810,0,40199
1811,0,74211
1812,0,27298
1813,0,13040
1814,0,14415
1815,0,3109
1816,0,21564
1817,0,69866
1818,0,27310
1819,0,25661
1820,0,41367
1821,0,33717
1822,0,52867
1823,0,23564
1824,0,16516
1825,0,70415
1826,0,44241
1827,0,76463
1828,0,27566
1829,0,56150
1830,0,24885
1831,0,21613
1832,1,30190
1833,0,12090
1834,0,12496
1835,0,12556
1836,0,7182
1837,0,71861
1838,0,65479
1839,0,15270
1840,0,43083
1841,0,22374
1842,0,227
1843,0,19936
1844,0,36229
1845,0,30495
1846,0,13883
1847,0,27368
1848,0,63453
1849,0,21943
1850,0,9602
1851,0,51347
1852,0,74084
1853,0,56747
1854,0,7611
1855,0,17618
1856,0,30119
1857,0,66542
1858,0,22569
1859,0,44133
1860,0,21079
1861,0,57185
1862,0,61236
1863,0,62019
1864,0,48358
1865,0,40914
1866,0,27978
1867,0,69364
1868,0,9050
1869,0,25638
1870,0,39551
1871,0,42279
1872,0,42760
1873,0,39503
